500,READ,2,0,0,false,ACTIVE
1500,READ,2,4,0,false,ACTIVE
2500,READ,2,8,0,false,ACTIVE
3500,READ,2,12,0,false,ACTIVE
4500,READ,2,16,0,false,ACTIVE
5500,READ,2,20,0,false,ACTIVE
6500,READ,2,24,0,false,ACTIVE
7500,READ,2,28,0,false,ACTIVE
8500,READ,2,32,0,false,ACTIVE
9500,READ,2,36,0,false,ACTIVE
10500,READ,2,40,0,false,ACTIVE
11500,READ,2,44,0,false,ACTIVE
12500,READ,2,48,0,false,ACTIVE
13500,READ,2,52,0,false,ACTIVE
14500,READ,2,56,0,false,ACTIVE
15500,READ,2,60,0,false,ACTIVE
16500,idle,-,-,-,-,-
17500,idle,-,-,-,-,-
18500,idle,-,-,-,-,-
19500,idle,-,-,-,-,-
20500,idle,-,-,-,-,-
21500,idle,-,-,-,-,-
22500,idle,-,-,-,-,-
23500,idle,-,-,-,-,-
24500,idle,-,-,-,-,-
25500,idle,-,-,-,-,-
26500,idle,-,-,-,-,-
27500,idle,-,-,-,-,-
28500,idle,-,-,-,-,-
29500,idle,-,-,-,-,-
30500,idle,-,-,-,-,-
31500,idle,-,-,-,-,-
32500,WRITE,2,0,0,false,ACTIVE
33500,WRITE,2,4,1,false,ACTIVE
34500,WRITE,2,8,2,false,ACTIVE
35500,WRITE,2,12,3,false,ACTIVE
36500,WRITE,2,16,4,false,ACTIVE
37500,WRITE,2,20,5,false,ACTIVE
38500,WRITE,2,24,6,false,ACTIVE
39500,WRITE,2,28,7,false,ACTIVE
40500,WRITE,2,32,8,false,ACTIVE
41500,WRITE,2,36,9,false,ACTIVE
42500,WRITE,2,40,10,false,ACTIVE
43500,WRITE,2,44,11,false,ACTIVE
44500,WRITE,2,48,12,false,ACTIVE
45500,WRITE,2,52,13,false,ACTIVE
46500,WRITE,2,56,14,false,ACTIVE
47500,WRITE,2,60,15,false,ACTIVE
48500,idle,-,-,-,-,-
49500,READ,2,0,0,false,ACTIVE
50500,READ,2,4,1,false,ACTIVE
51500,READ,2,8,2,false,ACTIVE
52500,READ,2,12,3,false,ACTIVE
53500,READ,2,16,4,false,ACTIVE
54500,READ,2,20,5,false,ACTIVE
55500,READ,2,24,6,false,ACTIVE
56500,READ,2,28,7,false,ACTIVE
57500,READ,2,32,8,false,ACTIVE
58500,READ,2,36,9,false,ACTIVE
59500,READ,2,40,10,false,ACTIVE
60500,READ,2,44,11,false,ACTIVE
61500,READ,2,48,12,false,ACTIVE
62500,READ,2,52,13,false,ACTIVE
63500,READ,2,56,14,false,ACTIVE
64500,READ,2,60,15,false,ACTIVE
65500,idle,-,-,-,-,-
66500,idle,-,-,-,-,-
67500,idle,-,-,-,-,-
68500,idle,-,-,-,-,-
69500,idle,-,-,-,-,-
70500,idle,-,-,-,-,-
71500,idle,-,-,-,-,-
72500,idle,-,-,-,-,-
73500,idle,-,-,-,-,-
74500,idle,-,-,-,-,-
75500,idle,-,-,-,-,-
76500,idle,-,-,-,-,-
77500,idle,-,-,-,-,-
78500,idle,-,-,-,-,-
79500,idle,-,-,-,-,-
80500,idle,-,-,-,-,-
81500,WRITE,2,0,0,false,ACTIVE
82500,WRITE,2,4,2,false,ACTIVE
83500,WRITE,2,8,4,false,ACTIVE
84500,WRITE,2,12,6,false,ACTIVE
85500,WRITE,2,16,8,false,ACTIVE
86500,WRITE,2,20,10,false,ACTIVE
87500,WRITE,2,24,12,false,ACTIVE
88500,WRITE,2,28,14,false,ACTIVE
89500,WRITE,2,32,16,false,ACTIVE
90500,WRITE,2,36,18,false,ACTIVE
91500,WRITE,2,40,20,false,ACTIVE
92500,WRITE,2,44,22,false,ACTIVE
93500,WRITE,2,48,24,false,ACTIVE
94500,WRITE,2,52,26,false,ACTIVE
95500,WRITE,2,56,28,false,ACTIVE
96500,WRITE,2,60,30,false,ACTIVE
97500,idle,-,-,-,-,-
98500,READ,2,0,0,false,ACTIVE
99500,READ,2,4,2,false,ACTIVE
100500,READ,2,8,4,false,ACTIVE
101500,READ,2,12,6,false,ACTIVE
102500,READ,2,16,8,false,ACTIVE
103500,READ,2,20,10,false,ACTIVE
104500,READ,2,24,12,false,ACTIVE
105500,READ,2,28,14,false,ACTIVE
106500,READ,2,32,16,false,ACTIVE
