#Nombre,Prioridad
master_b,2
master_nb,1
500,READ,1,64,0,false,ACTIVE
1500,WRITE,1,64,0,false,ACTIVE
2500,READ,2,0,0,false,ACTIVE
3500,READ,2,4,0,false,ACTIVE
4500,READ,1,68,0,false,ACTIVE
5500,WRITE,1,68,1,false,ACTIVE
6500,READ,2,8,0,false,ACTIVE
7500,READ,2,12,0,false,ACTIVE
8500,READ,1,72,1,false,ACTIVE
9500,WRITE,1,72,2,false,ACTIVE
10500,READ,2,16,0,false,ACTIVE
11500,READ,2,20,0,false,ACTIVE
12500,READ,1,76,2,false,ACTIVE
13500,WRITE,1,76,3,false,ACTIVE
14500,READ,2,24,0,false,ACTIVE
15500,READ,2,28,0,false,ACTIVE
16500,READ,1,80,3,false,ACTIVE
17500,WRITE,1,80,4,false,ACTIVE
18500,READ,2,32,0,false,ACTIVE
19500,READ,2,36,0,false,ACTIVE
20500,READ,1,84,4,false,ACTIVE
21500,WRITE,1,84,5,false,ACTIVE
22500,READ,2,40,0,false,ACTIVE
23500,READ,2,44,0,false,ACTIVE
24500,READ,1,88,5,false,ACTIVE
25500,WRITE,1,88,6,false,ACTIVE
26500,READ,2,48,0,false,ACTIVE
27500,READ,2,52,0,false,ACTIVE
28500,READ,1,92,6,false,ACTIVE
29500,WRITE,1,92,7,false,ACTIVE
30500,READ,2,56,0,false,ACTIVE
31500,READ,2,60,0,false,ACTIVE
32500,READ,1,96,7,false,ACTIVE
33500,WRITE,1,96,8,false,ACTIVE
34500,idle,-,-,-,-,-
35500,idle,-,-,-,-,-
36500,READ,1,100,8,false,ACTIVE
37500,WRITE,1,100,9,false,ACTIVE
38500,idle,-,-,-,-,-
39500,idle,-,-,-,-,-
40500,READ,1,104,9,false,ACTIVE
41500,WRITE,1,104,10,false,ACTIVE
42500,idle,-,-,-,-,-
43500,idle,-,-,-,-,-
44500,READ,1,108,10,false,ACTIVE
45500,WRITE,1,108,11,false,ACTIVE
46500,idle,-,-,-,-,-
47500,idle,-,-,-,-,-
48500,READ,1,112,11,false,ACTIVE
49500,WRITE,1,112,12,false,ACTIVE
50500,WRITE,2,0,0,false,ACTIVE
51500,WRITE,2,4,1,false,ACTIVE
52500,READ,1,116,12,false,ACTIVE
53500,WRITE,1,116,13,false,ACTIVE
54500,WRITE,2,8,2,false,ACTIVE
55500,WRITE,2,12,3,false,ACTIVE
56500,READ,1,120,13,false,ACTIVE
57500,WRITE,1,120,14,false,ACTIVE
58500,WRITE,2,16,4,false,ACTIVE
59500,WRITE,2,20,5,false,ACTIVE
60500,READ,1,124,14,false,ACTIVE
61500,WRITE,1,124,15,false,ACTIVE
62500,WRITE,2,24,6,false,ACTIVE
63500,WRITE,2,28,7,false,ACTIVE
64500,READ,1,128,15,false,ACTIVE
65500,WRITE,1,128,16,false,ACTIVE
66500,WRITE,2,32,8,false,ACTIVE
67500,WRITE,2,36,9,false,ACTIVE
68500,READ,1,132,16,false,ACTIVE
69500,WRITE,1,132,17,false,ACTIVE
70500,WRITE,2,40,10,false,ACTIVE
